County,State,actual_risk,predicted_risk,prediction_error,unemployment_rate,median_household_income,per_capita_income,pct_no_health_insurance_places,pct_high_blood_pressure,pct_on_bp_medication,pct_coronary_heart_disease,pct_annual_checkup,pct_cholesterol_screening,pct_current_smoking,pct_diabetes,pct_high_cholesterol,pct_low_physical_activity,pct_obesity,pct_stroke,pct_with_insurance,pct_without_insurance,pct_with_public_insurance,primary_care_physicians_per_1k,nurse_practitioners_per_1k,physician_assistants_per_1k,hospital_beds_per_1k,critical_access_hospitals_per_1k,hospitals_diabetes_prevention_per_1k,hospitals_nutrition_programs_per_1k,hospitals_community_health_education_per_1k,risk_rank,risk_percentile,shap_unemployment_rate,shap_median_household_income,shap_per_capita_income,shap_pct_no_health_insurance_places,shap_pct_high_blood_pressure,shap_pct_on_bp_medication,shap_pct_coronary_heart_disease,shap_pct_annual_checkup,shap_pct_cholesterol_screening,shap_pct_current_smoking,shap_pct_diabetes,shap_pct_high_cholesterol,shap_pct_low_physical_activity,shap_pct_obesity,shap_pct_stroke,shap_pct_with_insurance,shap_pct_without_insurance,shap_pct_with_public_insurance,shap_primary_care_physicians_per_1k,shap_nurse_practitioners_per_1k,shap_physician_assistants_per_1k,shap_hospital_beds_per_1k,shap_critical_access_hospitals_per_1k,shap_hospitals_diabetes_prevention_per_1k,shap_hospitals_nutrition_programs_per_1k,shap_hospitals_community_health_education_per_1k
Wake,North Carolina,0.3738631828779064,0.41283068013626845,0.03896749725836207,4.2,101763.0,52949.0,9.8,28.8,59.0,4.9,77.2,87.0,9.6,8.9,33.3,15.8,25.6,2.6,88.18214278213019,7.839112810064901,22.6247715863981,1.8611403045747017,2.8444470024560906,2.210847901959116,6.126895383847226,0.0006217427049143,0.0068863068572929,0.0,0.0114196162572821,2923,95.0,0.012827990260982861,-0.039353405131364,-0.07347137311976022,-0.0011207672636840648,-0.02060208279889419,-0.005709423462925827,-0.00842145880877045,-0.006797750326929342,-0.0023196818099425302,-0.1386456563381624,-0.0022406154238888572,-0.004725806576017053,-0.04388905033656581,-0.14266156501702454,-0.009232129163030478,0.00016526491420309626,-0.006227400213392468,-0.3620536684044703,0.004894612106079776,0.0020876203441878645,-0.0026119681821836,0.004335364132363107,0.030161761986060968,-0.005050276876522676,-0.022192010670099658,-0.01280419037454016
Van Buren,Michigan,0.9894720177313384,1.451636788656595,0.46216477092525665,4.4,66902.0,33243.0,7.3,31.3,60.3,6.7,77.8,82.4,20.3,12.9,30.9,27.1,39.6,3.5,91.7939787329481,7.333966595424682,42.377107575397766,16.28184650761597,22.995731302406693,15.656392431400263,55.21769222089812,0.0526128458020479,0.1679177453182447,0.0247653158641121,0.2054806907073027,1164,37.8,0.02377928526522263,-0.0037368531618701497,0.004920965686180264,0.006457301516728154,-0.04898328664665447,-0.008159237644586413,-0.0018310991108274552,-0.007529569531930571,-0.0007582648843908652,0.05069634595704721,-0.004720328460339203,-0.008550323282594094,0.0018738450720206885,0.014441478890159187,-0.003125138118532541,0.0056460505149109235,-0.0034961476589839167,0.14213490143887628,0.0004711431146016018,-0.0031051859568702166,-0.007628157350193288,0.0039095885604361925,0.027394656662247507,0.005138088151978185,-0.008234892204304971,0.006143275147706612
Clay,Texas,2.2350530825107096,1.5858532917096082,0.6491997908011014,1.9,77355.0,37126.0,9.7,38.5,58.1,6.0,76.3,86.3,15.4,13.8,40.5,24.8,34.5,3.9,78.51555224436581,17.26578506239523,33.52579623766064,19.55024500133632,32.487987331817,11.189323265192076,127.51387439117038,0.4229380967531566,0.1916131946667347,0.1453617823584668,0.7971829783403985,756,24.6,0.015604468982698268,-0.006248951263493839,0.0246262093519565,0.0034721379259530063,0.011631774240533709,0.017164246990049033,-0.002927780499499214,-0.0021142346799928016,0.01240319109608626,-0.007324962285627294,0.006048676946851616,0.07521518400955905,0.0019926804466549796,0.03954536243578537,0.0014043038114200054,-0.01435013790199547,0.011556024177657182,-0.03015403196244775,0.0011044747657055702,-0.0035875759404514645,-0.004133180926794585,0.0033410567512995076,0.05772180427568682,0.007748565698427891,0.05747713257534106,0.04014850599768512
Madison,Georgia,0.900872914789848,1.3296644487746183,0.4287915339847703,4.7,58784.0,28436.0,13.2,36.4,80.2,7.1,73.7,83.6,18.7,11.7,38.8,29.3,39.0,4.7,79.35137150135131,16.06660246652791,37.19051908918642,37.68951204760187,63.19820367129203,23.05974811315454,115.00589281951795,0.1766638259608487,0.1629242928533688,0.0223814184368778,0.4005722413618482,1527,49.6,0.014909978139106097,0.019895344004062534,0.02132742838569091,0.0016877782621381367,-0.0008598138743796598,0.007504366304246426,-0.0015699921769418892,-0.0016361633535273048,0.0025091404262519855,0.013873964494944295,-0.003086440659927667,0.010967089302506196,-0.00031280278774603473,0.03816125764662989,0.01054660148550924,-0.00979669462187034,-0.0007180706059953877,-0.14275792249229347,-0.0009062736326572357,0.0018633349408778467,0.00931135345228535,0.0013294576917751908,0.06232757978153421,0.00485378073000261,-0.008536003056074626,0.010287824297910949
Fremont,Iowa,2.942087333539796,2.1697776889314735,0.7723096446083226,1.0,73750.0,39761.0,7.7,27.5,82.1,5.2,80.1,80.2,14.2,8.9,29.7,23.7,35.9,2.6,95.78816971198512,3.84019820377826,41.8395788169712,117.43198417405227,208.4139426082859,113.0720346370162,502.4844856501208,1.554918250659903,1.2537605185661225,0.3123683392564546,2.4189078411998897,59,1.9,-0.10390451098234625,0.03606241520695599,0.04732488749707301,0.016035035759132628,0.0003650549583409525,0.04690120443508328,0.06892670424650914,0.04145955810459161,0.05587357680815267,-0.014533954397054202,0.006260805685152551,-0.011058510947878778,0.009986236113500468,0.01627474265343125,0.1422887208824092,0.02910785895135772,0.019560254411234303,0.2006758359759492,0.02781009761822276,0.013413502321428367,0.0593732480593725,-0.00463449828647699,0.008445915733487668,0.04861838255161614,0.1243569917876764,0.016299787093991935
Caldwell,Missouri,1.6750418760469012,1.3421572629509972,0.332884613095904,4.5,62520.0,31963.0,11.9,32.0,81.5,6.9,77.2,77.0,20.9,10.7,36.6,27.3,40.0,3.5,86.85650474595198,10.374092685650474,36.29257398101619,88.36069905860055,198.94093418579408,23.884585236105668,458.7636923890562,0.8172091935624636,0.8633144559979756,0.2256184988585691,1.885636071244636,1483,48.2,0.01364389140436651,0.007041906066910208,0.012602883822510227,0.006910192002724051,-0.03340307720573054,0.026061884503626318,-0.0018946954025526892,-0.012664310431208399,-0.008632169464453936,0.04788168482329768,0.0031284985937607636,0.0017598365447316683,0.0028166920383204644,0.07121005537920475,0.000362186815119532,0.002555102793558271,-0.0009325324379097001,-0.1263402594402131,0.004091515702440382,-0.00016239417513517362,0.0073912250140363775,-0.00815112955584655,0.005589745948999468,-0.007942861453513353,0.07402315888036232,-0.013278114506966887
Jackson,Missouri,0.8809285237140949,1.1073800682846384,0.2264515445705435,4.8,67178.0,38344.0,11.9,36.4,77.7,6.0,74.1,82.4,15.4,10.7,30.5,21.7,38.8,3.6,87.68592741037631,11.21896570919617,30.699315297261187,2.488501071322977,4.700831027881302,0.7733652687491982,10.15222507488103,0.0063099454754902,0.020526044635027,0.0066250313206319,0.0363647393437603,2180,70.9,0.01509002976655807,0.0023303237177342098,0.001220814623840745,0.0010087529127528368,3.8047011078332164e-05,-0.0037206395568874858,-0.006321974927849584,0.00109460240783112,0.0027111614889477388,-0.03212741475732059,-0.00470953413427119,-0.004517217945301214,-0.00986291290100292,0.04563892136236224,-0.002342169320098135,-0.000521979037609025,0.00011943794997287567,-0.16292015359732626,0.004817162894585197,0.0029981153719367657,0.0021366390824099513,0.0003757903322307435,0.021633466689123533,-0.002649084904738115,-0.017064425849248683,-0.015564037085631593
Madison,Florida,1.025973324693558,1.5101690539638235,0.48419572927026544,2.4,48176.0,23670.0,16.1,34.9,68.9,8.0,78.1,82.7,22.0,17.1,33.2,37.0,36.3,4.8,77.57438306604028,10.670122576813004,42.72908904368487,19.44634688061577,45.35424876022896,13.718516239165604,82.74317491303704,0.1697936327700671,0.073598308721191,0.0,0.268087010494166,976,31.7,-0.020685226094167716,0.012489472892311095,0.005815560979906547,-0.0019451629533564184,-0.0273056955591129,0.003030709718645905,0.0057843524114883655,-0.0006609953929158808,0.002515276678832307,0.07020124682049328,0.009933834960818476,-0.007358222986844366,0.02195502794962398,-0.016655813273062803,0.00998337227601677,-0.028617582168282578,-0.003095147690375345,0.15261563633121647,-0.00010468141555029143,0.00034678989133256967,-0.01547462572295605,0.00308275660965706,0.05225476011479161,0.011189452498244155,-0.005764028127047982,0.008149638523558647
Rolette,North Dakota,1.6200545702592086,1.5623989809275733,0.05765558933163528,5.7,57355.0,25606.0,12.0,39.8,77.3,8.6,74.0,76.3,29.2,16.7,32.9,33.9,45.4,5.4,77.32776261937244,24.69304229195089,50.97203274215553,0.8066792925824161,2.8746685593664223,1.3189955728950848,14.259069407660071,0.2738604705621369,0.0852660300136425,0.0,0.0852660300136425,819,26.6,0.020518183263235512,0.02487663692775928,0.028638767663566024,0.0016882093078367639,0.02761241114896157,0.009071315584041199,0.008205316118889737,0.0004867218535125241,0.013324929824636277,0.04609902644606727,0.012823767794925181,-0.00931717705190131,0.014269360451836348,0.04085462710133642,0.013322540430737127,-0.04822627088223324,-0.1018879135522942,0.14947245803065382,0.014678914242028333,0.005250058893802605,-0.024648777158433027,0.0003331823651546856,0.04863577597791089,0.003504569600585945,-0.008880436800156159,0.0032044366545529936
Richland,South Carolina,1.2419496728121222,1.0330703662587795,0.20887930655334275,6.6,61699.0,37190.0,10.0,34.0,63.7,5.4,79.8,86.1,13.7,11.9,31.8,22.4,32.7,3.4,85.42684963470684,8.207217421166774,32.365961170255304,1.803706109333176,3.958009865523705,1.10640009726549,7.706765015821696,0.0,0.0038319226391184,0.0065711597636268,0.0271385664137129,2328,75.7,0.013238325374221397,0.014057467183442245,0.02235754100243121,0.0008030023934822326,-0.009179777795669017,-0.006985785230900202,-0.006388160703541971,0.0015191148220648364,-0.00010338994606997495,-0.04140881263669375,-0.0003672916408521514,-0.005222906156781978,-0.008194197396946684,-0.08672224267805757,-0.00019054078522729137,0.0025414184813124427,-0.0007282909526397826,-0.1347341832908901,0.0051596320887254896,0.0019210858985627486,-0.001475779373224518,0.003991150033645875,0.03781331590826131,-0.00716344809038037,-0.013633646688403797,-0.0163215802516505
Kendall,Texas,0.8508617448602015,0.80930679417535,0.04155495068485149,4.7,110498.0,57181.0,10.9,33.2,78.2,5.3,76.2,84.6,9.8,9.5,31.7,19.0,32.8,3.1,81.40966024892653,10.356768308368126,26.81995369729109,42.72538832787488,65.71876055689431,29.811334648893315,163.5533404356995,0.0266518148713178,0.1408022415848663,0.2231388229846612,0.2355517366423923,2657,86.4,0.015468544832027155,-0.03789252151003928,-0.053536420070972535,0.0002832014469069184,-0.01109095928070778,-0.006278225461665572,-0.0063330930934628275,-0.004068496297368655,-0.0019110073426813676,-0.12102462366188331,-0.00013256782792068646,-0.003884043348959493,-0.011265531061431563,-0.06754183944122534,0.0070752558664020125,-0.00414609257060904,-0.011003257870120789,-0.2806867695895452,0.00047077680089180243,0.005860911148016905,0.011402642866308516,0.001966073983468662,0.04892971007849506,0.003610050548372425,0.06335507245489407,0.0031916558876007636
Grundy,Tennessee,2.2214260121820133,1.841337067011423,0.3800889451705902,7.2,45573.0,24411.0,13.5,36.0,81.7,9.7,74.4,85.3,23.0,12.5,39.5,32.3,37.6,4.8,84.02006449301325,12.726621282694376,43.48978860623433,55.26798621108828,138.3811016442621,29.20460784607186,235.5956723789212,0.1504784388427025,0.2143480450909265,0.1664011818873861,0.6076104194104567,230,7.5,0.02307620110750207,0.027437300854853207,0.03081764394179262,0.009146794118381691,-0.0033023366111642354,0.02519172264120255,0.030511052396098356,-0.002862776691770187,-0.003975035400554827,0.05051923505690934,-0.0016368110618587323,0.03402428796581058,0.0161927468707157,-0.00558339185840116,0.006595724448348647,0.004264821256186652,0.007227652110496961,0.16648396637367266,0.0008686006166828315,-0.0003406668734128489,0.0459312658435143,0.012657186759927353,0.048279379070612236,0.007294920822662903,0.027389992857796062,0.016639243704860036
Delaware,Ohio,0.5784938437893937,0.6191780741349775,0.04068423034558377,3.0,130088.0,59581.0,3.8,31.7,62.8,5.3,78.1,88.7,12.3,8.9,29.4,18.1,32.2,2.5,90.79633563004025,4.303735170698856,20.23217461879846,8.665009303701467,16.583331685445714,4.388844298150068,28.21749903907276,0.0303783847554262,0.0337142487249549,0.0108618293870194,0.0453782747620721,2794,90.8,0.01353522555928235,-0.037654241710058524,-0.07002406493562079,0.007637671578437863,-0.014231688919102349,-0.005364928918295454,-0.003958108628638433,-0.004173940267106848,0.0007290364183401647,-0.09738252014940896,-0.0013643125963508282,-0.003138035039388813,-0.011203433885025012,-0.10119806862250001,-0.01159627622291422,0.0019026937002259029,0.005462773009908053,-0.32861874391379337,0.0009272723731625446,-0.0027366427492317214,-0.005118878396146815,-0.001530286709202266,0.036723414945280905,-0.004297322480739431,-0.006524225923754312,-0.006112640072939786
Colbert,Alabama,1.0794880142560956,1.4280800601209822,0.34859204586488657,3.3,56736.0,32685.0,8.8,42.1,63.9,7.0,76.8,84.1,17.6,14.6,38.7,30.3,40.9,4.4,90.82435187882318,7.268552629324378,39.18884186357327,8.46320837698011,22.172648815656608,2.3504201173840995,36.58787188579204,0.0140919396930362,0.0373820879119758,0.0107365469643509,0.094546637156616,1235,40.1,0.024479830223432496,0.0250288079734038,0.0088072512285181,-0.0003941722025280288,0.03101303784034718,-0.0055150227403453125,-0.0012141325685076385,-0.006419871962914903,-0.0019581236083014136,0.01986970665075937,-0.0008428945318940237,0.006994423961329876,-0.0002262534008452006,0.04883091666112015,0.005663965649824573,0.006360602702790427,-0.0014037886515256902,0.026626029623568113,0.0017686438385124275,-0.0033396262116934185,-0.01146481552529546,-0.003968766462524249,0.001150702464379877,-0.0014144115303049575,-0.011909187092512982,0.0030688611016296305
Scotts Bluff,Nebraska,1.5966833804868483,1.4134500540658224,0.18323332642102597,3.4,60960.0,34209.0,9.2,28.6,80.6,6.0,69.2,78.8,14.4,10.8,26.5,25.8,41.3,3.7,89.12574581921062,9.73136502423037,37.113084400123256,2.373536035925152,4.69329929087369,2.0471970621488604,10.657012292787758,0.0989863003920197,0.0550321884850947,0.0,0.0758425844057767,1279,41.6,0.015027116521409443,0.018085437779166054,0.02530709817608051,0.0019006693839765177,-0.03833836079546956,0.02318260896854515,-0.0032089647002733475,0.02354967475017427,0.008460879511177367,-0.024007016320252806,-0.003344773644971129,-0.022186601470820633,-0.008475490903472735,0.09524988919950876,-0.0003073769292015489,0.0009078393329835456,-0.0031728055284123194,-0.0332814888556262,0.006457866872810692,0.006186135313338799,0.007877096885608894,-0.00010990736604781896,0.0518608063047702,0.0005031504585686964,-0.00584061081389942,0.002678835245591447
Benzie,Michigan,1.0845398839542324,1.3206192015367264,0.236079317582494,4.1,72603.0,40984.0,4.7,38.7,59.1,5.9,79.7,88.7,15.7,8.9,29.8,21.3,35.0,4.3,90.9332465701426,6.604847893281275,42.43804565912912,10.891249252877795,16.052641674844978,10.003350162322798,34.6117610911091,0.1257103826121169,0.2604448518411295,0.0,0.2604448518411295,1566,50.9,0.02228702054846659,-0.03857015961943602,-0.048866366723983014,0.0054558125382001815,0.011773474308607795,-0.00414879329629876,-0.0014261360528034404,-0.000920245471382686,-0.001917006420098536,-0.04047315338578626,-0.006582645227677822,-0.0088055404211253,-0.008776803537591969,-0.016345947270298557,0.003869958547532256,0.002843733742979443,0.00020618939102695204,0.1384609290879695,0.0008417201509551717,-0.0036636644263037667,-0.007208100189175711,-3.537040883610803e-05,0.06119730273685777,0.004863054282262702,-0.02197230825061341,0.010043900212720126
Jackson,Iowa,1.0340192327577291,1.3710064609797197,0.33698722822199056,4.7,71605.0,38325.0,6.1,27.6,59.7,5.9,78.2,82.2,17.8,9.9,36.8,27.8,41.8,3.1,94.01819873849654,5.392410298831559,38.57408747802709,24.77587047103172,41.114852757781534,16.068186179940433,93.97977160612533,0.5350758134887584,0.3505760115779969,0.0369814842350379,0.9332224501707068,1409,45.8,0.012164344161473188,-0.017697228778133716,0.0004751994963893436,0.004780059076805641,-0.03858261828674987,-0.008154861346324233,0.006133262331392202,-0.005174979259991599,0.0017924395985637516,0.020378142376114343,-0.0019890296972656686,3.4566958379352814e-06,0.0016622021410374805,0.08215334812844194,-0.0018927342634681558,0.01253296238427682,0.003768568184702268,-0.027421536768939717,0.0008996602544061541,-0.0020462159789951997,-0.007606712264394942,0.0060800604947509,0.0350998354205532,0.003854035753895377,0.00495267119395957,0.016353783240823917
Holt,Nebraska,1.5852571088873475,1.3989040558832557,0.18635305300409177,1.4,67225.0,36251.0,7.7,29.3,84.1,9.4,75.3,76.1,15.6,9.9,36.7,28.7,39.2,4.3,91.84583374616072,6.925591994451601,38.37312989200436,2.736251881617225,5.917222451931899,3.117461955589908,32.8029818958713,1.057122201716297,0.0990785693054592,0.0,0.419599766162097,1316,42.8,-0.11100228465565555,0.017869719802323134,0.028246732950498,0.015769691028454207,-0.03240002932495231,0.03177314609923473,0.021152597091837304,-0.0030523023076743346,0.005859702778721463,-0.006182778796491152,0.0017033667986668397,0.008901596982933442,-0.0037765773675016152,0.10251764633220697,0.0030492045292941877,0.0071486030760007525,0.003486239324101613,0.06604699034556973,0.006620437197375701,0.00023686727498060408,0.0056365713255365725,-0.008802794226740162,-0.03186650766120931,0.002980151850816391,-0.013716687070592603,0.012216405814962809
Duplin,North Carolina,2.120355411954766,1.6713413546814007,0.4490140572733652,4.7,51880.0,27599.0,12.8,35.8,62.3,8.6,75.3,84.6,17.9,15.3,39.9,29.9,39.1,4.0,83.45315024232633,14.911147011308564,41.9951534733441,16.266240897366647,28.334646827987065,24.33673288762484,66.43436767312903,0.0423884060167084,0.0717807768024741,0.0,0.1297730313300395,507,16.5,0.026024287210086216,0.02570060977569325,0.02752598597197262,0.0071914030619099675,-0.006708390239004443,-0.008800229051752548,0.007559212525270619,-0.00777721996268747,0.0005877104134389265,0.022943139235080647,0.005153084833466477,0.028654485731529206,0.006599139473346464,0.02451270842147226,-0.0031082272328565794,0.0022726473328060545,0.01267438421285459,0.15869775957094792,0.0005789379919907329,-0.004322447886187251,0.041546321206542794,0.0052687324120350406,0.03549901631791929,0.0024167253691849077,-0.016417222212974664,0.008580453508756433
Liberty,Texas,0.895891827988769,1.10899370940518,0.21310188141641107,7.1,64773.0,26368.0,23.9,34.9,75.4,7.4,71.5,80.5,21.0,14.6,36.7,33.6,39.8,4.0,63.547362198906455,21.90963499335008,27.40782473769765,24.93762398635229,49.186167891557126,18.6578656494814,123.94952647994045,0.0227546279823339,0.0857322766887086,0.1516510753915019,0.2113365607288191,2178,70.8,0.006947911969904612,0.02995912805929267,0.022038654776671607,-0.03422158016715401,-0.006188234681707264,-0.0017011528516722926,0.004696478065534407,0.010337357041301698,0.005010955723730613,0.03795493899136312,-0.0038824466329266723,-0.0023418996455228584,0.02161125826858176,0.040418876574069645,-0.005724514421267372,-0.04692890074140363,-0.01843906574792536,-0.3112941900701443,0.0002642606258497486,-0.002339708274804179,0.0071022763547466585,-0.0026299089669033554,0.03802315090510386,0.005369961826605929,0.03354263219465049,0.012919123538643842
Atchison,Missouri,5.091051497943998,3.4483512794791062,1.642700218464892,2.3,59260.0,33891.0,15.3,32.7,83.3,6.7,78.2,84.5,19.4,10.1,29.9,29.3,39.4,3.3,88.56471509692578,12.042294889367534,38.71157235167417,32.765532828259175,54.49271351447021,17.282298646635635,132.93148675090646,2.449413711621071,1.4160614545699646,0.1198841946866509,2.438021681198048,1,0.0,0.08240332377431864,0.06765152016266995,0.02973687440229564,0.1253327805428775,0.05870491197931316,0.10389526361768098,0.020477798359814635,0.07726914240203792,0.026825826362734236,0.22189885362563241,0.09718107810697536,0.034527059420323386,0.03283457534149707,0.12876471180907542,0.0043896815601019955,0.02873840532501771,0.022031837733258154,0.4560622887420781,0.001676068099950721,0.013928690941644376,-0.003312957965188975,0.029987234025275998,0.23895083566771974,0.06234395905140331,0.028373062635577102,0.18919010706445816
Glacier,Montana,1.9839811889190968,1.5693049633622553,0.41467622555684147,9.3,45129.0,22605.0,13.2,34.7,57.4,8.5,69.2,73.5,29.9,14.2,31.7,32.8,36.2,6.1,70.76934381659196,29.30413696818282,51.57616283341906,5.7440058486322,8.522198410364686,4.53040833839933,18.53103123286964,0.2207724125949238,0.0926565429412201,0.0,0.2671006840655339,804,26.1,0.025181208815260734,0.018096607495369524,0.013162670557958934,0.011613872810242115,0.009515375494943091,-0.0012421683809306931,0.024298057240287264,0.02797618737552616,-0.0003858304549983448,0.0489710052616321,0.012562159381410913,-0.002435776560192179,0.016971780235812008,0.0070368397865559545,0.0028144247883817087,-0.05582200715759177,-0.13368398473493484,0.19014059249987825,0.0023823476747319022,-0.002005215563789999,-0.012266133065825614,0.005580084905350768,0.07085862995592362,0.011147203499051888,-0.007241891591445907,0.017590576403088434
Caribou,Idaho,1.3852334118298937,1.0672498744104382,0.3179835374194555,2.9,66653.0,30255.0,10.6,28.0,73.5,5.8,72.4,80.2,13.0,8.7,26.3,22.6,32.8,3.6,90.17869511012606,7.147804405042249,33.7442859121762,16.570491824053658,30.51819703840238,26.45007324598673,90.84828605279668,0.7223384286353257,0.3140320962871698,0.0,0.6531843765618659,2261,73.5,0.032672313113302695,0.006941238972186993,0.0356653033246474,0.002656783451566996,-0.020963433849650923,-0.007276966957404625,-0.005072611545757662,0.009932102254553684,0.007355917836918162,-0.06602136768285,-0.0032522898293479733,-0.0016872334139426196,-0.01267771599796503,-0.12197541861468264,0.009289315912664773,-0.0008056336199175063,-0.002976975590960826,-0.06332760822125948,0.0019489943769855143,0.0030660863028175167,0.013994722164452487,0.006262564071454732,-0.056833686937033695,0.00945526852527133,-0.01245471896604728,0.0348465786398776
Dickson,Tennessee,1.145798445239648,1.2186213892663482,0.07282294402670031,3.0,73223.0,37163.0,12.8,36.5,78.8,6.4,75.2,86.8,19.7,13.2,31.5,27.2,35.3,3.3,88.28641435597314,8.288529676179731,33.86275097392868,21.68235622992965,67.1889810528746,16.929289693714765,99.53319095651976,0.0896654277386088,0.0522522810176975,0.0408548951317928,0.1453781244557091,1920,62.4,0.026409951218913534,-0.02739764493963187,0.00981554336876224,0.0022818741719807735,-0.002153657304415316,-0.000384222980587314,-0.006414989243460633,-0.012660253299439601,-0.000146446966747972,0.033671824855902734,-0.0013136289567438368,-0.005488964676675683,-0.002581621249679674,-0.0012640491425663818,0.0006069513802908004,0.0017805001401076123,-0.0010427401889159806,-0.12782971081747027,0.00142895412049382,0.002578541702393397,-0.007509940407080187,0.0017382978643987414,0.05201555171506383,0.004795821387189619,0.009942741568579112,-0.0007456407448729401
Mcintosh,North Dakota,0.0,0.5166240108224155,0.5166240108224155,1.0,64236.0,36646.0,4.5,43.1,61.0,11.6,77.7,83.2,17.2,9.6,29.5,31.8,40.9,5.8,90.15273311897106,6.430868167202572,40.67524115755627,3.4808801926143405,8.521657379589833,7.082179654621611,58.45595581591992,2.2252413417054235,0.6599870463561431,0.0,0.9867923088771524,2862,93.0,-0.5416327046594077,0.0330271165319451,0.003015378044425119,0.01577646523155401,0.023684716286068625,-0.012176389001760145,0.0009299483474256299,0.01257884850325385,-0.010081537873240969,-0.0008191382887850828,0.0306148353690569,-0.0060611106238036075,0.03419717844773229,0.05037439509015049,-0.09359884481371797,0.018815489164227928,-0.017371243689717222,-0.04472084736232295,0.026534558604493785,-0.003935080802689922,-0.001856208964277819,0.007046216170846817,-0.24776574652161396,-0.011400412938390305,-0.01004155440112653,-0.006998661718468942
Wayne,Tennessee,2.3652433710942367,1.6206613924037263,0.7445819786905103,3.8,52824.0,29526.0,15.6,37.2,63.3,9.4,76.2,83.1,25.4,15.6,33.9,33.6,40.4,4.8,78.04058259678824,11.683057388273372,38.64060749408689,14.043137409798366,47.39388238710215,5.486173930873337,77.27780365128498,0.2019366552157856,0.0494183160026279,0.0,0.369369944053198,656,21.3,0.02791835335386067,0.026997183963154512,0.02824498557436656,-0.0048606329646281215,0.005722971104661072,-0.005458929916460878,0.03218264991568545,-0.011157441701417428,0.002789823246039479,0.06598585062669134,0.007280873858178339,-0.005326339587507133,0.03368415449757951,0.05537404308098168,0.011195606004225178,-0.012487294979408977,0.001506439132794265,0.03309276912680053,-2.2538832880772244e-05,0.004061035686200023,-0.011867640048917034,0.005241179906565681,0.055854719957407636,0.004075716524507478,-0.007675535225211569,0.009821043409899989
Saline,Nebraska,1.580212985228444,1.2763108545535697,0.30390213067487415,2.7,77027.0,33299.0,14.7,35.1,62.8,8.3,71.7,77.4,15.5,11.4,29.0,30.6,40.8,3.9,89.18584678804534,9.632428718653385,29.5499828237719,18.705854248471304,27.07513407357913,21.80221554834573,127.7328221455086,1.0994851879182932,0.3422865402382837,0.0541346222210767,0.4865115681794071,1703,55.4,0.021729294163076757,-0.019428272661481685,0.01782447929380675,0.008172666381487281,-0.004658488553143412,-0.0072538848413751305,0.011133360624596161,0.010439888626309944,-0.007726897482484108,-0.03962896587738619,0.0005162418096529874,0.001135722548507711,0.00848679614295831,0.11026733901274552,0.0036683736083575513,0.004644004908328856,0.005091818797875537,-0.20485434241441464,0.006114065566793852,-0.004231798581406477,0.015426446708585206,0.010163751777070618,-0.0011844083964906713,0.013905347919665368,0.03082016137345025,0.017249807407923277
Clay,Minnesota,0.784810890760361,1.088874729664957,0.304063838904596,3.9,77664.0,38791.0,5.6,28.9,75.2,5.4,71.8,81.7,13.4,8.9,27.7,20.4,35.1,2.7,94.67083220139456,3.5633432943946395,32.51380965317396,3.184882342943589,5.938449373213317,2.7674098569952275,17.30515879859862,0.0637850370540518,0.0859763967395682,0.011281765484298,0.065752703511638,2221,72.2,0.018666295854709688,-0.014775741683131427,0.0019092046836425285,0.0030693119623077312,-0.021802924749929765,-0.0049538441275482825,-0.006161366776827725,0.010091774251345676,0.00140643037387651,-0.047522472930342737,-0.001448024564796315,-0.008153477268010835,-0.008736906860182466,-0.021167529591164,-0.002096465180955568,0.003231797285558118,0.00533670960565137,-0.10987054085200137,0.006042243343811957,0.001581840025131539,-0.0002899401074791329,-0.0008988915296122727,0.03367140329341778,-0.00019284073242859822,-0.01351357720223013,-0.0030360835484132573
Leon,Florida,0.7409577889819576,0.831004391013997,0.0900466020320394,5.6,65074.0,38777.0,10.3,34.9,68.9,5.8,75.3,82.7,12.3,10.7,33.2,21.6,30.8,3.3,90.65955347189244,7.517016769221961,27.4619164536413,1.3678777225177432,2.8288041332937923,0.9134542321046486,8.66645384569428,0.0131953747096961,0.0055138017602741,0.0,0.0168433206437476,2637,85.7,0.019321847149253005,0.003945398275096552,0.0007370346034992654,-0.0005220541197900455,-0.004464387240173851,-0.004964401200786743,-0.006284562861010108,-0.004622906875875619,-7.156624503926285e-05,-0.09520302616419882,-0.0027404963459358098,-0.0029248319137704475,-0.004992394004366206,-0.09637658677082091,0.005342323194737456,-0.0003604916342527221,-0.003046041781428885,-0.24572255494687742,0.001407105233898794,0.0018446573104182312,-0.004199864778902524,0.003036678724295794,0.04281516106996724,-0.005528045510074509,-0.018260864287791872,-0.01564908455663299
