County,State,actual_risk,predicted_risk,prediction_error,unemployment_rate,median_household_income,per_capita_income,pct_no_health_insurance_places,pct_high_blood_pressure,pct_on_bp_medication,pct_coronary_heart_disease,pct_annual_checkup,pct_cholesterol_screening,pct_current_smoking,pct_diabetes,pct_high_cholesterol,pct_low_physical_activity,pct_obesity,pct_stroke,pct_with_insurance,pct_without_insurance,pct_with_public_insurance,primary_care_physicians_per_1k,nurse_practitioners_per_1k,physician_assistants_per_1k,hospital_beds_per_1k,critical_access_hospitals_per_1k,hospitals_diabetes_prevention_per_1k,hospitals_nutrition_programs_per_1k,hospitals_community_health_education_per_1k,risk_rank,risk_percentile,shap_unemployment_rate,shap_median_household_income,shap_per_capita_income,shap_pct_no_health_insurance_places,shap_pct_high_blood_pressure,shap_pct_on_bp_medication,shap_pct_coronary_heart_disease,shap_pct_annual_checkup,shap_pct_cholesterol_screening,shap_pct_current_smoking,shap_pct_diabetes,shap_pct_high_cholesterol,shap_pct_low_physical_activity,shap_pct_obesity,shap_pct_stroke,shap_pct_with_insurance,shap_pct_without_insurance,shap_pct_with_public_insurance,shap_primary_care_physicians_per_1k,shap_nurse_practitioners_per_1k,shap_physician_assistants_per_1k,shap_hospital_beds_per_1k,shap_critical_access_hospitals_per_1k,shap_hospitals_diabetes_prevention_per_1k,shap_hospitals_nutrition_programs_per_1k,shap_hospitals_community_health_education_per_1k
Perry,Missouri,0.8443271767810027,1.3577930293918374,0.5134658526108348,4.8,63356.0,32616.0,8.1,37.5,59.0,6.9,73.8,79.7,20.3,12.9,31.4,29.8,37.5,4.4,92.13192612137205,6.258575197889183,35.562005277044854,22.77946949009751,46.329024072794354,13.966320962649933,127.52595874742934,0.612291702248231,0.3662426656610292,0.1200338005636504,0.742975291458946,1440,46.8,0.018000388383302725,0.008207033644807092,0.007290252431023195,0.005073875133045273,0.00496504769113663,-0.008856193543561203,-0.0039083920468928465,-0.001938228450851741,-0.002586486468717571,0.0509581487585322,-0.0041844163144518975,-0.002939462776255171,0.00018842590613097387,0.028830385854505463,0.014162007566310447,0.013588977012729785,-0.0002741085086381717,-0.11366512615235942,0.0008349585908485129,-0.001915942023474663,-0.012310015651600564,0.0005313937190309105,0.020265116998873255,0.003906648899016193,0.029598298699621033,0.03548209534916704
Mason,Michigan,1.2346102404060495,1.6319204180588245,0.397310177652775,4.6,62296.0,34751.0,6.7,41.4,82.0,6.0,79.9,82.6,18.0,12.4,30.6,22.0,38.9,3.0,93.17877842175658,6.035872286429576,49.799375835934015,8.607796542403857,12.744300057139544,10.381619895434138,25.83419230307817,0.1006399008504654,0.1918429212024023,0.0,0.2200179617862185,614,20.0,0.02319681340026789,0.01158115342535994,0.013018053504962655,0.00511088416560955,0.049182956769958694,0.02339407046342453,0.008763445711682841,-0.0022623794956968084,0.0012675078278233834,0.030193195044050155,-0.0017250093816414142,-0.009637527502977323,-0.011032989947708998,0.024503023084414148,-0.003933684480870197,0.009188887511741128,-0.0010272867266320274,0.1639808833697045,-0.00038861702892399716,-0.0071993541602513615,-0.011785803782920603,-0.00565328249734197,0.05093762338818698,0.007088829722377729,-0.010424149076748242,0.007094828060412947
Taylor,Wisconsin,1.69508425565859,1.4471480919050088,0.24793616375358107,2.8,63142.0,34053.0,4.9,36.3,56.3,6.3,72.8,81.1,20.0,9.4,38.9,26.6,40.7,4.4,91.63924618606045,7.164223751121747,36.67364642536644,17.88444804265159,23.94146998714972,12.719397514368202,57.37157873549133,0.3716476599317219,0.4613327346927701,0.1006927801247843,0.5650645373236517,1180,38.4,0.022324096059372262,0.010502392714413548,0.009285757948387166,0.012454992714864797,0.0002550374540306281,0.030918038208771044,-0.007543397425338355,0.007448293416440275,0.001744942447989587,0.02898950194824627,-0.0017166242266246944,0.0089178852519331,-0.005650856185768469,0.07565473606653653,0.009911675836329693,0.008712029300315782,0.000556642554723617,-0.10284420634318525,-0.0005583946171113279,-0.0027773839741312514,-0.011657583069168614,0.00011689016527808317,0.035079623429179786,0.005455098047992627,0.026187351953443953,0.01689320553752869
Bowie,Texas,1.3524272797670336,1.3493256338410486,0.0031016459259849416,3.7,59295.0,31100.0,16.2,38.4,61.3,6.8,73.5,83.8,17.9,12.8,32.8,29.4,40.9,4.4,80.08550830543044,14.568041270845375,35.16310927394287,1.593918038341706,3.8371091013692302,0.5324704101709717,9.39231716250804,0.0315638496214646,0.0337631983764524,0.0084126956787081,0.0523692883543821,1460,47.5,0.019451000493896642,0.020135930131246607,0.010720459859262545,0.002412587080632071,0.005485255081364116,-0.009162820885530052,-0.004531448627703527,-0.0008148279845089853,-0.0003786784248302667,0.018411666912545574,6.814092895627533e-05,-0.004383738971255456,-7.058848137316084e-05,0.06666846885353313,0.0047478592906706925,-0.011081012468687824,0.005424459970246963,-0.08424268009660608,0.006026623584735119,0.007043516092666442,0.009727499372731646,0.004832989832056513,0.03224412567820148,-0.0035139511530656777,-0.011553858238397092,-0.0028296906802981036
Greer,Oklahoma,2.012440541529455,1.5143031324205136,0.4981374091089412,4.7,60183.0,25141.0,12.2,41.1,61.3,7.7,73.4,79.7,20.3,14.0,37.4,33.4,41.2,3.9,76.18002195389681,6.659348701061105,38.60226856933773,19.19112388856125,27.512023499879493,10.886580782316551,180.9884096706579,1.1969191885810937,0.4115584742561449,0.1167112788231825,1.4027747201905412,963,31.3,0.021242988752329963,0.027201377352805114,0.016938826686423044,0.01347721637553496,0.029452232860318592,-0.011843072705432826,0.004011501432087777,0.00239955551434277,-0.005041814355111296,0.07391275779082102,0.0020381931919014914,0.009278816319238865,0.03585032901632509,0.11086958458121576,0.003329586984591337,-0.07440732425859324,0.0019300546997885423,-0.010454222250461779,-0.0007104772104701029,-0.0019436488951582686,-0.011149855522690032,0.013844422990283753,-0.004400219566979709,0.0029395402058604524,0.02103426506655306,-0.023985829325570175
Stephenson,Illinois,1.3455515601438348,1.538247852502187,0.19269629235835217,4.7,61943.0,34672.0,7.3,32.1,61.6,8.8,78.3,80.7,18.3,13.9,28.0,26.0,41.5,4.4,95.06553764064492,5.249971001043963,47.03166685999304,23.426277047875697,31.06705325845981,16.248134027613556,69.18823772338142,0.1928886564914465,0.1877049807869261,0.0460280589947024,0.4310689272293399,891,29.0,0.019391874368300935,0.013159714114405089,0.010482090333856716,0.006342162915746541,-0.05290783095817,-0.009565034319865617,0.009234633418255318,-0.003842288171411586,0.005689154056957974,0.02027918737995061,0.0069920175780358125,-0.009296335072929393,-0.007207456844170852,0.038375610248854886,0.0013919802171748223,0.00714774929101636,0.0007707745889492961,0.14741976064445972,0.0013897467702884483,-0.006437475846305936,-0.005366206561907462,0.00047192161590515504,0.05675521894995128,0.0035970532376149744,0.0034955511584386597,0.011995932698225378
Jerauld,South Dakota,0.0,0.12462845557641827,0.12462845557641827,1.1,75417.0,47339.0,7.4,37.6,58.0,9.9,79.5,81.4,15.7,8.6,29.2,26.4,36.6,2.9,101.68674698795182,6.867469879518072,42.04819277108434,19.06049974090853,34.22942960592106,20.525790465334858,139.62067948187794,3.5673304657083,0.9099687739347884,0.0,2.6947278534194874,3043,98.9,-0.2822978809695525,-0.02198488179652898,-0.045904962316147276,0.0029581078761998355,-0.00739715177016692,-0.007818778774671518,0.010462739352164293,0.01993383233840614,-0.00822206056028488,-0.054326676785019755,0.0035741301302408463,-0.018078609569998638,-0.012037777495276373,-0.019740857444542893,-0.005782587718436152,-0.013108404309931253,-0.0044034180675938586,0.103659545489953,-0.005669731580901962,-0.0005599914387338622,-0.013833227066495939,-0.002383092769611535,-0.6657852035406858,-0.0039350585100744,-0.01936276013737864,-0.07181513367907305
Richmond,New York,1.0903080782657784,0.9756633167474608,0.1146447615183176,5.5,98290.0,44368.0,6.2,28.7,60.5,5.2,79.8,86.9,10.6,9.7,30.2,25.4,29.4,3.0,95.83053963117015,3.892909329165028,37.49681568902376,28.773353184424764,36.437964065611126,24.02136561069841,93.90784965604176,0.0,0.1305172796554424,0.0261297519739081,0.1564305086250582,2415,78.5,0.018756539461067295,-0.021259000898827585,-0.031647844290797866,0.002227241475531128,-0.01777714798401174,-0.008715706935624101,-0.001329462744635908,-5.5358612531589294e-05,-0.003641932656227205,-0.08996004848656783,0.0005163165516562044,-0.005656464550444162,0.0009758835716008512,-0.13990298185997282,-0.00355387050973188,0.011159707787659555,0.012775568566626518,-0.05663706125639612,0.0018479634894825183,-0.0018388859137540205,0.005691038492103009,0.0034708939080195784,0.037815642108511544,0.0024839074259353747,-0.006963448276038572,-0.0016065178057305476
Anoka,Minnesota,1.2136150423825518,1.0735588581186184,0.1400561842639334,3.9,98764.0,44418.0,7.0,27.5,75.5,5.9,71.0,84.4,11.6,9.9,27.6,20.0,36.4,2.8,93.56059080498656,4.316925365359882,32.37855123361821,7.7629236279536125,10.691337828968338,5.833250155718903,16.68325456873592,0.0241698910143183,0.0219760168015323,0.0046936675357722,0.0541425170181556,2246,73.0,0.02299495720653364,-0.02103857981016158,-0.029928249434890683,0.0028251510361171207,-0.017800681409694204,-0.001968265568163519,-0.004161951792140609,0.009809947928007266,-0.001722950033285778,-0.0806130738307711,-0.0010360860620536347,-0.003875649547218611,-0.011236590060115317,0.004367618886467616,-0.0009203888936233479,0.000636347967816025,0.004923826128698618,-0.08354062454569122,0.0002893130177554109,-0.0007797364606803858,-0.0046946099682200265,-0.0006722340224367485,0.0448974381810295,-0.002678234215430188,-0.01371082904763635,-0.0052953542221520905
Dunklin,Missouri,1.3317549570878957,1.6340173551416308,0.3022623980537351,4.7,47368.0,26121.0,17.5,38.3,80.8,7.7,77.2,75.7,23.5,12.1,32.9,34.1,43.1,4.2,84.18910920390647,16.147528854690737,48.14664101805268,8.749548364668552,24.81447838426976,2.2990269824961884,54.30800169354915,0.1054193799619884,0.1974960228972775,0.0,0.3960456274835431,606,19.7,0.027007013295222884,0.015970531960325936,0.027160358507541976,-0.011859694889548566,0.015568256752387141,0.0130101103413337,0.0007057612068531618,-0.007172551955794615,-0.007988700058861755,0.058664411291475496,-0.014651982086443775,-0.009793714433160428,0.01184714641216165,0.05319443919266882,-0.0026787259618492433,0.0036234829459053696,0.005361406621365136,0.15734115409750013,0.0005207858611653803,-0.008827553008222709,-0.015263499212971732,-0.002585881040892613,0.04971008770237206,0.011209322833863335,-0.009616793601597364,0.005073835678271837
Monmouth,New Jersey,0.505601284382832,0.6148521454397691,0.10925086105693704,5.2,122727.0,65545.0,6.2,31.1,57.7,5.0,74.6,88.6,11.4,9.8,32.1,18.3,29.2,2.5,94.38502549008322,5.138931454467104,28.044847611772887,21.362979832119265,29.175378171706416,17.924221269978887,73.33135015487643,0.0,0.0909783710637296,0.0243779852800384,0.1187436154690606,2796,90.9,0.01114933251282994,-0.03523499677075385,-0.08382634043362201,0.0025455345955481064,-0.01678609745656129,-0.002260642366482328,-0.005169613248499957,-0.000741482138573102,0.0013775437527143023,-0.12147814696998192,-0.003579060477068639,-0.005071030951605933,-0.013750451213020924,-0.12588290511777558,-0.011214469794717267,0.005407264119308422,0.001972108440360272,-0.2737538154642121,-8.857144013094985e-05,-0.0014329894882124372,-0.0009765823901641693,0.00315900312059803,0.024560542420152397,0.0005729682906900674,-0.00242613283716318,-0.0007071699444458211
Valencia,New Mexico,1.0234897208779268,1.3408210124829278,0.31733129160500106,6.9,58333.0,30066.0,10.6,34.9,55.6,5.9,64.9,77.8,15.1,11.5,29.8,25.7,35.5,3.6,88.07571296799384,7.631948042102072,53.02813964948636,7.853462524924876,12.408852694393936,6.236634780375932,22.8692676386746,0.016819429360023,0.0205592137336834,0.0,0.0579378568273899,1486,48.3,0.02126389628723956,0.006816166314789525,0.015226007221437837,-0.0005302516715572306,-0.013710149526935894,-0.010071661519406626,-0.005424857232419401,0.05243013887592422,0.0031034390417681063,-0.06985794913106322,-0.0017128044324334415,-0.009599375293013312,-0.007883348613067583,-0.013467721146789917,-0.006145373192487772,0.002798055375770204,-0.004803587667864896,0.12622770184869,0.00386337273512512,-0.0007775958518889726,-0.010504347484604087,-0.0008247941454310823,0.03080632895918186,-0.013629306703225074,-0.011281160642336524,-0.009978156613032977
Pike,Missouri,0.780596598829105,1.3188093987800633,0.5382127999509583,4.8,57572.0,27443.0,8.9,39.6,61.9,7.3,75.7,78.2,22.6,13.5,30.8,29.1,43.3,4.7,80.56872037914692,7.967660998048509,34.892667967661,56.55189974767928,81.56526862661363,17.864531932163015,217.17309902015023,0.2573583272279158,0.5057980233211299,0.1416448960108529,0.7989413966330051,1573,51.1,0.01959191120301801,0.019255604699552387,0.013885218093590694,0.00822295676208698,0.010575189288682535,-0.012271612461327686,-0.003086093724153858,-0.007672535210660775,-0.0071805602584685945,0.03253139635461509,-0.002962180217132748,-0.005077161994779302,0.0007750959933332873,0.0716379469213423,0.011833159684870809,-0.019498631671775627,-0.0005036507149478417,-0.15516247611359427,-0.0020552021133334506,0.001918815410060533,-0.008111197353122442,0.0062728866685366645,0.05415809936247997,-0.0011905903264201054,0.010410248628771173,0.014024415178280012
Oregon,Missouri,0.0,1.3185951604647275,1.3185951604647275,4.1,44259.0,23220.0,15.2,44.4,62.0,10.7,73.2,74.8,24.4,15.3,41.0,31.8,43.9,5.3,80.45871559633028,17.912844036697248,47.98165137614679,13.067735536944502,33.74948629332909,2.413818137556521,72.33494844954879,0.4060425529085824,0.2147978710368295,0.0,0.6381910675843835,1574,51.2,0.015452079898252875,-0.01439034082838914,-0.00651606188280997,-0.0004875204015379934,0.0446871620331204,-0.05144223380170922,0.023252628896335118,-0.007103045908629844,-0.016325697044690522,0.022640748443548173,0.009556898385608059,0.025210567224253657,0.00834602063055267,0.049412753190923954,0.007891932822746833,-0.043082243392570094,-0.015129321884783473,0.08410512791152285,0.0008401942851670011,-0.01730067716476816,-0.036955794992831414,-0.009968002623447925,-0.03103988006889507,0.011811643643662969,-0.010741126501109489,0.007381002904646229
Monroe,Iowa,2.398720682302772,1.6311214771954121,0.7675992051073599,2.9,72518.0,35430.0,5.4,27.5,80.6,6.8,78.4,82.9,16.0,11.3,28.4,26.2,37.2,2.7,96.0554371002132,2.478678038379531,39.80543710021322,65.46988159350259,94.77967296808298,40.09641036518209,184.2490476857072,1.6929538686491914,1.433758445837525,0.1675734855349178,2.402276362161719,617,20.1,0.03717864821618852,-0.009717642489106912,0.034234244310871964,0.009030095212014613,-0.007823049004355891,0.014485141737647497,0.005772611325653482,0.02377501323311636,0.002474582351334804,0.026185140830794863,0.0010213792716928535,-0.00016533604598904894,-0.0020018853396392327,0.011320955302696747,0.008806131122986527,0.031979467895536434,0.035908359411600414,0.14035197618780143,0.007766695798674145,0.002395014302246355,0.022231366395293637,0.015690416213729307,-0.1522519359308213,0.0314065031481425,0.05861603794066742,0.01396319910607653
Jennings,Indiana,0.8688726377525161,1.3927458348469852,0.5238731970944691,4.3,68476.0,31077.0,11.2,32.9,80.2,6.7,77.1,82.6,21.7,10.9,30.4,31.0,41.8,3.3,90.10209253493592,8.916805444935196,39.68575772934617,79.84022181505867,186.9451866375855,44.939602957284,382.60150810707097,0.3020832861465699,0.5589658960443411,0.1349786927181893,0.812231385205042,1337,43.5,0.02275066776974655,-0.022661763222078024,0.009904093562753206,0.003125019535864584,-0.048872903993174795,0.0030831291608577885,-0.003456371836040711,-0.009613517682852254,0.0033138891743712704,0.048961460061368964,-0.004471543352401745,-0.008681051401426224,0.002154966541300276,0.05046583749444074,3.33051805321521e-05,0.004211061337019879,-0.003039553206355026,0.024031921898624665,0.0016460683224161262,-0.0019295998282275266,0.01797069253831456,-0.03266078842120311,0.049971265317432886,-0.005953265796870226,0.014139073983688704,0.00983539501832357
Baldwin,Alabama,0.7849881857305716,1.178945110229083,0.3939569244985115,3.2,75019.0,40775.0,6.4,38.7,62.9,8.2,79.9,85.3,14.7,13.1,38.9,23.8,36.8,3.7,85.74358893442785,7.628191726461202,33.88821610448627,2.9728535360534107,6.640217535683631,1.8623006240891915,12.952779856931963,0.0050884706857352,0.0234276562345297,0.0063503372028928,0.0405350906823696,2016,65.5,0.018714719223659994,-0.021348571068462777,-0.017696652350075875,0.002923192772481508,0.0068566049780662,-0.008610222027733552,0.0013511316567202266,-0.01103274067556682,-0.0020202467730332783,-0.03263488410386902,0.0010135081238026927,0.012548931395882989,-0.007638086567877882,0.004772275765848945,0.0020941132841096432,0.0068556148198772645,-0.001440686088008843,-0.05252944332869137,0.0074489842181085526,-0.0003637079669694879,-0.0015631541790450362,-0.0008007931605333829,0.033033350620736604,-0.004013556450461616,-0.013492578947408924,-0.011970339633032389
Park,Colorado,0.662361318099023,0.7152490783821102,0.05288776028308717,3.5,95450.0,53396.0,8.7,24.7,51.1,6.7,66.3,86.8,13.1,7.0,27.1,15.8,25.3,3.3,90.55583153943807,6.822321576419937,36.03245570458685,35.4200542563045,39.45345022895344,33.01338770433027,59.88592570664047,0.1975755036887518,0.3032682313172322,0.0,0.4589348470196936,2734,88.9,0.024253126206413157,-0.019606912979541386,-0.08020501262972589,-0.00142783758758965,-0.02471020291598305,-0.004859215747536144,0.002697424098427732,0.040703049634339,0.0011691249188433839,-0.07505900294012412,-0.005946602006708399,-0.009478296307418298,-0.03131752740199789,-0.2769438050571848,0.006097898734474105,0.005085327099065755,-0.0013103838374524713,-0.09643399203366557,0.0007365206049704734,0.002857129074124194,0.011891327095907721,0.004604764992236031,-0.01594418337845079,0.005409107227475881,-0.024044012418188286,0.008542919246840452
Carroll,Tennessee,1.8364518364518363,1.6613298211062113,0.175122015345625,4.2,50391.0,27126.0,11.2,36.7,81.9,9.0,74.3,85.7,25.3,15.8,40.2,33.0,40.6,3.8,86.37560637560637,10.66181566181566,42.19334719334719,8.38325202999544,24.296940363982948,4.518760233084237,49.478803973317405,0.1217926555260205,0.1130162414097118,0.0,0.1870169842441667,536,17.4,0.022991119707711866,0.015849935877658993,0.03128601279546387,0.0016577588456582143,0.0023561605377254323,0.019886514775334117,0.010181518422638374,-0.0032852031245001697,-0.005980284199831859,0.0456471521382315,0.016021699703198528,0.03087554901250624,0.013124004605597204,0.029778698861792494,-0.0016915593693177433,0.005396735391690234,-0.0012801443253810294,0.13596231551560778,-0.000328340187089604,-0.004948134736476881,-0.025340260582171845,0.0004963289273411427,0.04822957921309636,0.00712706948830113,-0.006664905734811612,0.005492152855679298
Panola,Texas,1.9266135388387773,1.450663318056908,0.4759502207818693,2.6,62593.0,35020.0,13.1,34.9,60.1,8.9,74.7,80.6,19.0,15.2,39.0,27.9,38.2,4.6,80.46238724932131,17.501532533496803,37.455118661879325,26.272008420253645,42.83995355703696,15.18795852426216,146.19860241707275,0.1148342180971288,0.234109636241875,0.1798930004651883,0.438187747881445,1171,38.1,0.01211409772453347,0.018324362763719494,0.018101590768055727,0.003447387927715537,-0.00903029098596966,-0.008190384369817555,0.01432323139385979,-0.0034897804309176267,0.004164768823326292,0.022520498766462067,0.0037295870963077473,0.008736980940248986,-0.0006534721906491706,0.03548750187578839,0.012797399527127475,-0.00871049827294378,0.009319665788604098,-0.11264594273947232,-0.0006311332236678966,0.0007916594117153299,-0.00831115393107593,0.0018100808711835642,0.07134903654088692,0.004633772659863657,0.07442923803396051,0.017756766597503353
Floyd,Georgia,0.8590292968945091,1.25754441842346,0.39851512152895097,4.3,62540.0,32628.0,18.9,39.7,79.0,7.1,76.2,83.9,18.6,12.2,33.7,30.5,40.1,4.6,83.47866910391258,13.377882992218792,36.71451260076114,22.13262900542708,40.23155840473139,15.344196229656092,74.97661069262001,0.015632895849994,0.1239197393775876,0.0315677974116707,0.1507917605462054,1771,57.6,0.01873924623817065,0.01565023822265646,0.010879910840657106,-0.02932653733898011,0.013284752599229213,-0.0013468773634065956,-0.0016673684628332442,-0.00813625791439733,-0.0005110213134406119,0.013058228617979183,0.0007564154647693984,-0.003369498586594646,0.0003006995701955129,0.045616452736991546,0.008542315694920779,0.00015220272970252306,0.0010679327426481044,-0.11806075972605928,3.632459569163804e-05,-0.0016418072825648707,-0.007763889249740684,0.00325713890919512,0.029052933017638755,0.0026356175228908303,-0.007130510699039437,0.004980190166620695
Bryan,Oklahoma,1.71544101129332,1.397598182794462,0.31784282849885814,4.8,54280.0,28998.0,9.1,37.5,61.0,9.2,74.6,79.2,18.9,14.1,33.3,30.0,40.8,4.6,76.51888006208263,18.7371086650193,36.32242122245594,17.999539585394174,21.62581038277931,8.565274035511111,59.26632649299093,0.0898561845953521,0.112087624651629,0.1147854753303721,0.2697115296505788,1320,42.9,0.01755511239760108,0.025885904634737205,0.019324024144526938,0.0028693793547566286,0.005511268087536094,-0.007885166440848865,0.02068904643344429,-0.003258715722704009,-0.0007794932465697418,0.013641713241670858,0.0033537844995353274,-0.005889531983569073,0.005275042510182158,0.06228231662724392,0.013646693679507837,-0.030354086722908746,0.004976959891165499,-0.10745386015530858,0.00027622030536814563,-0.000837084891882461,-0.010260057631211144,0.0024898691980498673,0.06252807434775992,0.004996936915009057,0.021053155999092136,0.009472330631718382
Robertson,Kentucky,4.32338953739732,2.7125877744392493,1.6108017629580709,8.6,52337.0,24243.0,8.8,45.3,65.7,8.0,79.9,80.0,23.0,13.2,33.2,31.5,40.8,5.6,90.40207522697796,3.891050583657588,59.66277561608301,637.4491797857461,1327.1426407517945,398.1036311282587,2686.922454436972,2.9428985914845653,3.8636894089872458,0.5967424331493301,6.185871571825667,6,0.2,0.06359335123670032,0.017878481725806628,0.07538242061394242,0.019351128856473224,0.12395539440358204,0.01604627520880116,0.0068611261728712064,0.028987283699990353,0.048641690421262804,0.2059678279375551,-0.004059070355040727,0.01473651565523788,0.07452108203583606,0.05491499290282537,0.015938664399647997,0.018226427410017353,0.06233492543441001,0.40515417889971816,0.024298821581605342,0.10867772300118066,0.18308655690694495,-0.058592200216186455,-0.19669967126534418,0.14094658585416345,0.04082545728628785,-0.0468765420596015
Wasatch,Utah,0.2692224854619858,0.3622914590801843,0.09306897361819849,2.4,115146.0,54096.0,8.6,25.9,70.5,4.7,69.4,83.3,7.0,7.7,26.5,13.5,25.8,2.5,88.5580443678656,7.247469308636657,18.2209778160672,24.88201932679293,44.91287940681174,24.27647824126285,86.26307874255433,0.0269222485461985,0.2927757395502938,0.0366382695455145,0.2938383082592048,2945,95.7,-0.047634891450810055,-0.03333628660685216,-0.07101848695854553,-0.0008334089642068044,-0.02602483019816584,-0.006392331615605806,-0.010466745742892114,-5.352277353652126e-05,-0.00348989195187987,-0.1708515617509225,-0.00755070858406669,-0.013616891932389923,-0.0497289678868867,-0.17598347878652615,-0.006766469371246878,-0.0012022628121908605,-0.0032899016973267584,-0.3605344907499987,0.0006904370203434965,-0.00024049445033171078,0.008578963140651185,0.0023871893920361324,0.0341494345832293,0.0009344850258488677,0.028557480342375815,0.007520747169523555
Capitol,Connecticut,1.2232907918639482,1.1178479116592124,0.1054428802047358,5.3,91541.0,49924.0,9.2,29.4,61.0,6.4,77.9,88.9,12.4,11.0,34.7,25.2,31.9,2.8,89.50438020621041,7.81728325800017,40.10983670705394,14.865778777300717,26.42196901767897,9.568852821898368,69.13276044225562,0.1532374898028586,0.150129184519542,0.0111955028540775,0.3049279286004704,2156,70.1,0.02489907238314771,-0.02753094832199329,-0.0720169524766046,0.001403906837741366,-0.02546927321473279,-0.01001330278385947,-0.00430031855784026,-0.0036879905268924758,0.008329807861155294,-0.10556758657684984,-0.005400825018790398,-0.002345812840640115,0.00257691725282744,-0.09506986818668951,-0.002054555170415226,0.0028087910765479873,0.0030584303050512503,0.07469482863016605,0.0004499941390131522,0.00013849667680275468,-0.001307229273200415,0.006143522301365145,0.07272306458757792,0.005203490631311134,-0.011318551625510632,0.013012456859965525
Box Elder,Utah,0.4785910280135282,0.6459554315443857,0.16736440353085752,3.2,77865.0,31738.0,10.2,30.2,53.0,5.5,70.5,78.1,10.1,9.1,33.3,19.4,32.0,2.7,87.13068725671623,7.525046263799375,22.86707931848638,3.1906075908273785,4.7298569872795095,3.062381948074082,11.04323588521753,0.0101472280343209,0.0457690089846852,0.0,0.0457690089846852,2780,90.4,0.01844517446921321,-0.021625776413382754,0.016265903828538562,0.00023996922783466824,-0.016376614210640874,-0.016426634290618396,-0.007103059499950182,0.006051649351576246,0.007071977839548415,-0.12255863357165961,0.0006505122698688498,-0.004631390835710473,-0.010301632605183277,-0.10545336700733784,-0.0022015654407951954,-0.0014868368838073956,-0.00506136022865474,-0.36719913489469574,0.003754171218284416,0.0012866628637455584,-0.004431106535192887,-0.0005520674886028284,0.029486045315520144,0.0010282845276094043,-0.017658472600257786,-0.003745613551420303
Cloud,Kansas,1.355319629545968,1.291294669566693,0.06402495997927504,4.2,57333.0,29325.0,10.1,36.3,82.4,6.5,77.7,83.6,16.6,10.9,31.0,28.5,41.5,4.2,88.8412017167382,9.792184323469618,32.14366388073187,14.41430323104243,17.949600760111217,13.882176972557543,76.909711872486,1.3219682929557803,0.7212954655609631,0.0,1.1548005314118766,1667,54.2,0.022707351821112297,0.0203231611935496,0.018415531117238284,0.0016735731125668242,-0.004377702104474022,0.05326381583470061,-0.006170617692963932,-0.016211475723824118,0.009414860081714502,0.016670306417314606,-0.005386905864699318,-0.007696738919742075,-0.0023401121091120476,0.09557523815710908,0.0030063229584928347,0.00940119534533718,6.0023421359660336e-05,-0.16642744238421514,0.004122639650284105,-0.0046611024778009675,-0.01150910714813407,0.0030970813902097467,3.313259044400236e-05,0.0006087010974632579,-0.011599648913704007,0.0008142420259072651
Harlan,Nebraska,0.0,0.08010871169390878,0.08010871169390878,1.6,70536.0,39947.0,5.3,37.2,60.6,5.7,76.5,78.4,13.6,12.7,28.9,24.7,36.0,2.6,89.0968801313629,8.144499178981937,37.66830870279146,29.41035467022361,40.22150134699509,30.974186228218773,179.65353672840047,3.408594868280634,0.9201421964683956,0.0,1.1409181832231396,3057,99.4,-0.0699785627214734,-0.006973971312315111,-0.0085186513495646,-0.00017182224847940068,-0.010460488264462338,-0.010478853980822916,0.01508218805507994,-0.010390979064437013,0.011771607354092151,-0.06560202889082588,-0.00034364901654857394,-0.004115043561699112,-0.004663034474682356,-0.015825700277388687,0.028600329459277256,0.0013470322665415106,-0.008263281918946127,-0.14245249256937137,-0.002743353815943245,-0.0014353172837107753,0.0007275101816210327,-0.006064291556173606,-0.8589360122859633,-0.002987000316000427,-0.015660332579026055,0.00015656517457002044
East Feliciana,Louisiana,0.0,1.2154201579072497,1.2154201579072497,6.0,72899.0,34994.0,10.5,39.1,63.5,8.1,80.9,86.9,19.5,13.2,32.2,30.3,40.3,3.9,80.9922512871184,5.294087056009153,38.93598211035415,30.1709583033228,72.23761920687038,20.63849386765225,203.7747832268822,0.5123147057844006,0.228921885223443,0.1193486656348286,0.5868503358579534,1929,62.7,0.010626455754024617,-0.049341051562252436,0.0023553109542343137,0.005576033761914694,0.009011648085865208,-0.009204214795152998,-0.0010139408765396888,-0.0133898863292947,-0.012703172880265935,0.014674483647505461,-0.00545659038261517,-0.010318099587884016,-0.004355082306192328,0.03741918972750619,-0.0038460973892062104,-0.03292565742059006,0.0012248288896909679,-0.03915424581946661,-0.00047232397031518944,0.004489750714418661,-0.004578084735207373,0.006948234247805031,0.017614914898801234,-0.0006507981118060404,0.006481731848695533,0.017918474853017438
